"種類","価格情報区分","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","間取り","面積（㎡）","建築年","建物の構造","用途","今後の利用目的","都市計画","建ぺい率（％）","容積率（％）","取引時期","改装","取引の事情等"
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","北町","東武練馬",9,16000000,"１Ｋ",20,"2011年","ＲＣ","住宅","住宅","近隣商業",80,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","北町","東武練馬",11,37000000,"",70,"1986年","ＲＣ","","住宅","１低住専",50,150,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","北町","東武練馬",10,25000000,"１Ｋ",30,"2016年","ＲＣ","住宅","その他","準工業",60,200,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","北町","東武練馬",8,42000000,"２ＬＤＫ",55,"2002年","ＲＣ","住宅","住宅","準工業",60,200,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","北町","東武練馬",9,16000000,"１Ｋ",20,"2008年","ＲＣ","住宅","住宅","準工業",60,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","向山","中村橋",5,9300000,"",20,"1984年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","小竹町","江古田",6,7500000,"１Ｋ",15,"1988年","ＲＣ","住宅","住宅","近隣商業",80,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","桜台","桜台(東京)",3,50000000,"２ＬＤＫ",50,"2012年","ＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","桜台","桜台(東京)",5,19000000,"１Ｋ",25,"2014年","ＲＣ","住宅","住宅","近隣商業",80,300,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","桜台","桜台(東京)",1,41000000,"２ＬＤＫ",60,"1985年","ＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","桜台","桜台(東京)",1,16000000,"１Ｋ",20,"1991年","ＳＲＣ","","住宅","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","桜台","新桜台",2,12000000,"１Ｒ",15,"1989年","ＲＣ","住宅","住宅","１種住居",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","桜台","練馬",5,10000000,"１Ｋ",15,"1984年","ＲＣ","住宅","住宅","近隣商業",80,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","桜台","氷川台",6,29000000,"１Ｋ",25,"2021年","ＲＣ","","その他","近隣商業",80,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","桜台","氷川台",6,36000000,"１ＤＫ",30,"2021年","ＲＣ","住宅","","近隣商業",80,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","桜台","氷川台",7,53000000,"２ＬＤＫ",55,"2013年","ＲＣ","住宅","住宅","近隣商業",80,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","下石神井","上井草",7,33000000,"２ＬＤＫ",60,"1996年","ＲＣ","住宅","住宅","１種住居",60,300,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","下石神井","上井草",9,42000000,"３ＬＤＫ",65,"2010年","ＲＣ","住宅","住宅","１種住居",60,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","下石神井","石神井公園",18,31000000,"３ＬＤＫ",65,"1995年","ＲＣ","住宅","住宅","１低住専",50,100,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","石神井台","大泉学園",16,11000000,"１Ｋ",20,"2009年","ＲＣ","住宅","住宅","１種住居",60,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","石神井台","上石神井",13,30000000,"２ＬＤＫ",60,"2002年","ＲＣ","住宅","住宅","１種住居",60,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","石神井台","上石神井",13,40000000,"３ＬＤＫ",75,"2002年","ＲＣ","住宅","住宅","１種住居",60,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","石神井台","上石神井",11,44000000,"３ＬＤＫ",85,"1974年","ＲＣ","住宅","住宅","１中住専",50,150,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","石神井台","上石神井",11,54000000,"",75,"2017年","ＲＣ","住宅","住宅","１種住居",60,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","石神井台","上石神井",11,62000000,"３ＬＤＫ",70,"2017年","ＲＣ","住宅","住宅","１種住居",60,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","石神井台","武蔵関",8,15000000,"１Ｋ",20,"2007年","ＲＣ","住宅","住宅","２種住居",60,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","石神井台","武蔵関",5,27000000,"１Ｋ",25,"2021年","ＲＣ","","その他","近隣商業",80,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","石神井台","武蔵関",4,22000000,"１Ｋ",25,"2012年","ＲＣ","住宅","その他","近隣商業",80,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","石神井町","石神井公園",2,10000000,"１Ｋ",20,"1989年","ＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","石神井町","石神井公園",8,60000000,"３ＬＤＫ",65,"2011年","ＲＣ","","住宅","１中住専",50,150,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","石神井町","練馬高野台",3,35000000,"",55,"1986年","ＲＣ","住宅","住宅","１低住専",50,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","関町北","東伏見",10,16000000,"１Ｋ",20,"2007年","ＲＣ","","住宅","近隣商業",80,300,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","関町北","東伏見",10,16000000,"１Ｋ",20,"2007年","ＲＣ","住宅","住宅","近隣商業",80,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","関町北","武蔵関",2,19000000,"１Ｋ",20,"2011年","ＲＣ","住宅","住宅","近隣商業",80,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","関町北","武蔵関",8,34000000,"３ＬＤＫ",60,"1995年","ＲＣ","住宅","住宅","近隣商業",80,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","関町北","武蔵関",6,18000000,"１Ｋ",20,"2009年","ＲＣ","住宅","住宅","近隣商業",80,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","関町北","武蔵関",3,62000000,"３ＬＤＫ",70,"2006年","ＲＣ","住宅","住宅","１中住専",50,150,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","関町北","武蔵関",7,16000000,"１Ｋ",20,"2011年","ＲＣ","","住宅","２種住居",60,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","関町北","武蔵関",2,21000000,"１Ｋ",20,"2011年","ＲＣ","住宅","住宅","近隣商業",80,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","関町北","武蔵関",5,16000000,"１Ｋ",20,"2005年","ＲＣ","住宅","住宅","近隣商業",80,400,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","関町東","武蔵関",5,24000000,"１Ｋ",25,"2018年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","関町南","武蔵関",19,40000000,"３ＬＤＫ",85,"1973年","ＲＣ","住宅","住宅","近隣商業",80,300,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","関町南","武蔵関",15,15000000,"３ＬＤＫ",65,"1974年","ＲＣ","住宅","","１中住専",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","関町南","武蔵関",18,45000000,"３ＬＤＫ",75,"2005年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","関町南","武蔵関",9,17000000,"１Ｋ",25,"2014年","ＲＣ","住宅","住宅","近隣商業",80,300,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","関町南","武蔵関",13,17000000,"１Ｋ",20,"2009年","ＲＣ","住宅","住宅","近隣商業",80,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","関町南","武蔵関",13,23000000,"３ＬＤＫ",60,"1975年","ＲＣ","","住宅","１中住専",60,200,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","関町南","武蔵関",11,54000000,"３ＬＤＫ",65,"2018年","ＲＣ","住宅","住宅","１低住専",50,100,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","関町南","武蔵関",8,10000000,"１Ｋ",15,"1993年","ＲＣ","住宅","住宅","近隣商業",80,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","関町南","武蔵関",18,47000000,"３ＬＤＫ",80,"2005年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","関町南","武蔵関",11,65000000,"３ＬＤＫ",70,"2018年","ＲＣ","住宅","住宅","１低住専",50,100,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","高野台","練馬高野台",10,17000000,"１Ｋ",15,"2003年","ＲＣ","住宅","住宅","準住居",60,300,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","高野台","練馬高野台",9,18000000,"１Ｋ",20,"2012年","ＲＣ","住宅","住宅","２種住居",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","高野台","練馬高野台",6,35000000,"３ＬＤＫ",65,"1984年","ＲＣ","住宅","住宅","２種住居",60,200,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","高野台","練馬高野台",13,40000000,"３ＬＤＫ",65,"2011年","ＲＣ","住宅","","２種住居",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","高野台","練馬高野台",10,20000000,"１Ｋ",20,"2012年","ＲＣ","住宅","住宅","準住居",60,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","高松","練馬春日町",14,48000000,"２ＬＤＫ",55,"2021年","ＲＣ","住宅","住宅","準工業",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","高松","光が丘",13,29000000,"１ＤＫ",30,"2018年","ＲＣ","住宅","住宅","準住居",60,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","高松","光が丘",11,17000000,"１Ｋ",20,"2007年","ＲＣ","住宅","その他","１種住居",60,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","田柄","地下鉄赤塚",1,21000000,"１Ｋ",20,"2007年","ＳＲＣ","","住宅","商業",80,400,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","田柄","地下鉄赤塚",1,41000000,"２ＬＤＫ",55,"2006年","ＳＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","田柄","地下鉄赤塚",8,35000000,"３ＬＤＫ",65,"1991年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","田柄","練馬春日町",10,33000000,"３ＬＤＫ",65,"1997年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","立野町","武蔵関",20,50000000,"３ＬＤＫ",65,"2001年","ＲＣ","住宅","住宅","１低住専",50,100,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","立野町","武蔵関",16,55000000,"３ＬＤＫ",65,"2018年","ＲＣ","住宅","住宅","１低住専",50,100,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","豊玉上","桜台(東京)",4,33000000,"２ＤＫ",45,"1976年","ＳＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","豊玉上","桜台(東京)",1,22000000,"１Ｋ",20,"2013年","ＲＣ","","住宅","商業",80,400,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","豊玉上","桜台(東京)",5,10000000,"１Ｋ",15,"1984年","ＲＣ","住宅","住宅","準住居",60,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","豊玉上","桜台(東京)",4,19000000,"１Ｋ",20,"2008年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","豊玉上","桜台(東京)",5,23000000,"１Ｋ",25,"2014年","ＲＣ","住宅","住宅","準住居",60,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","豊玉上","桜台(東京)",4,6600000,"１Ｒ",15,"1975年","ＳＲＣ","住宅","住宅","商業",80,400,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","豊玉上","桜台(東京)",2,42000000,"１ＬＤＫ",35,"2006年","ＲＣ","住宅","住宅","近隣商業",80,300,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","豊玉上","桜台(東京)",5,22000000,"１Ｋ",20,"2008年","ＲＣ","住宅","住宅","準住居",60,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","豊玉上","桜台(東京)",5,22000000,"１Ｋ",20,"2014年","ＲＣ","住宅","住宅","準住居",60,300,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","豊玉北","桜台(東京)",8,26000000,"３ＬＤＫ",60,"1976年","ＳＲＣ","住宅","住宅","商業",80,400,"2021年第3四半期","未改装","関係者間取引"
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","豊玉北","桜台(東京)",7,19000000,"１Ｋ",20,"2010年","ＲＣ","住宅","その他","商業",80,400,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","豊玉北","桜台(東京)",7,22000000,"１Ｋ",20,"2010年","ＲＣ","住宅","住宅","商業",80,400,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","豊玉北","桜台(東京)",6,32000000,"２ＬＤＫ",45,"1969年","ＳＲＣ","住宅","住宅","商業",80,400,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","豊玉北","桜台(東京)",5,21000000,"１Ｋ",20,"2009年","ＲＣ","住宅","その他","近隣商業",80,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","豊玉北","桜台(東京)",6,20000000,"２ＬＤＫ",45,"1969年","ＳＲＣ","住宅","その他","商業",80,400,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","豊玉北","新江古田",6,9600000,"１Ｋ",20,"1988年","ＲＣ","住宅","住宅","１中住専",50,200,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","豊玉北","練馬",4,7000000,"１Ｒ",15,"1975年","ＳＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","豊玉北","練馬",7,22000000,"１Ｋ",20,"2009年","ＲＣ","","住宅","商業",80,500,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","豊玉北","練馬",2,75000000,"３ＬＤＫ",70,"2019年","ＳＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","豊玉北","練馬",6,26000000,"１Ｋ",25,"2016年","ＲＣ","住宅","住宅","商業",80,400,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","豊玉北","練馬",8,22000000,"１Ｋ",20,"2009年","ＲＣ","住宅","住宅","１種住居",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","豊玉北","練馬",6,27000000,"１Ｋ",25,"2016年","ＲＣ","","住宅","商業",80,400,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","豊玉北","練馬",8,10000000,"１ＬＤＫ",35,"1970年","鉄骨造","","住宅","１中住専",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","豊玉北","練馬",5,21000000,"１Ｋ",20,"2009年","ＲＣ","住宅","住宅","商業",80,600,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","豊玉中","練馬",12,40000000,"２ＬＤＫ",65,"1996年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","豊玉南","沼袋",13,18000000,"１Ｋ",20,"2012年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","豊玉南","沼袋",13,16000000,"１Ｋ",20,"2012年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","豊玉南","沼袋",13,17000000,"１Ｋ",20,"2012年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","豊玉南","練馬",14,54000000,"３ＬＤＫ",70,"2015年","ＲＣ","住宅","住宅","１低住専",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","豊玉南","野方",10,32000000,"３ＬＤＫ",55,"1974年","ＳＲＣ","住宅","住宅","準住居",60,300,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","中村","中村橋",12,17000000,"１Ｋ",20,"2008年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","中村","中村橋",12,18000000,"１Ｋ",20,"2008年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","中村","練馬",10,19000000,"１Ｋ",20,"2010年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","中村北","中村橋",4,17000000,"１Ｋ",20,"2006年","ＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","中村北","中村橋",2,23000000,"１ＬＤＫ",35,"","ＳＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","中村北","中村橋",6,20000000,"１Ｋ",20,"2008年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","中村北","練馬",7,20000000,"１Ｋ",20,"2002年","ＳＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","中村北","練馬",7,52000000,"３ＬＤＫ",60,"1995年","ＳＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","中村北","練馬",7,11000000,"１ＤＫ",15,"1987年","ＳＲＣ","住宅","","近隣商業",80,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","中村北","練馬",7,21000000,"１Ｋ",20,"2002年","ＳＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","中村北","練馬",10,20000000,"１Ｋ",20,"2007年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","中村北","練馬",11,20000000,"２ＤＫ",35,"1984年","ＲＣ","住宅","住宅","近隣商業",80,300,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","中村北","練馬",11,19000000,"１ＤＫ",25,"2005年","ＲＣ","住宅","住宅","近隣商業",80,400,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","中村南","都立家政",12,20000000,"１Ｋ",20,"2009年","ＲＣ","住宅","住宅","準工業",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","中村南","都立家政",12,19000000,"",20,"2007年","ＲＣ","住宅","","１種住居",60,200,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","中村南","都立家政",10,68000000,"２ＬＤＫ",60,"2009年","ＲＣ","","住宅","１種住居",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","中村南","都立家政",12,18000000,"１Ｋ",20,"2009年","ＲＣ","住宅","住宅","準工業",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","中村南","都立家政",14,8000000,"１Ｋ",15,"1992年","ＲＣ","住宅","その他","１種住居",60,200,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","中村南","都立家政",12,17000000,"１Ｋ",20,"2009年","ＲＣ","","住宅","準工業",60,200,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","中村南","練馬",15,38000000,"３ＬＤＫ",55,"1984年","ＲＣ","住宅","住宅","１低住専",60,200,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","錦","平和台(東京)",16,36000000,"３ＬＤＫ",70,"","ＲＣ","住宅","住宅","１種住居",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","貫井","桜台(東京)",2,8000000,"２ＬＤＫ",60,"1968年","ＲＣ","住宅","住宅","近隣商業",80,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","貫井","中村橋",7,12000000,"",20,"1991年","ＲＣ","住宅","住宅","準住居",60,300,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","貫井","中村橋",8,10000000,"１Ｋ",15,"1991年","ＲＣ","","住宅","１種住居",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","貫井","中村橋",11,56000000,"３ＬＤＫ",70,"2018年","ＲＣ","","住宅","準工業",60,200,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","貫井","富士見台",6,52000000,"４ＬＤＫ",75,"2005年","ＲＣ","","住宅","１種住居",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","貫井","富士見台",4,38000000,"２ＬＤＫ",65,"1973年","ＳＲＣ","住宅","住宅","１種住居",60,200,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","貫井","富士見台",4,32000000,"２ＬＤＫ",50,"1973年","ＳＲＣ","住宅","住宅","１種住居",60,200,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","貫井","富士見台",7,14000000,"",35,"1972年","ＳＲＣ","住宅","住宅","１種住居",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","練馬","豊島園",4,43000000,"３ＬＤＫ",75,"2006年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","練馬","練馬",9,12000000,"１Ｋ",20,"1988年","ＲＣ","住宅","住宅","１低住専",50,100,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","練馬","練馬",5,35000000,"２ＬＤＫ",45,"1990年","ＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","練馬","練馬",7,33000000,"２ＤＫ",40,"1986年","ＳＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","練馬","練馬",7,35000000,"１ＤＫ",40,"1986年","ＳＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","練馬","練馬",6,16000000,"１Ｋ",20,"1994年","ＳＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","羽沢","新桜台",1,17000000,"１Ｋ",15,"2005年","ＲＣ","住宅","住宅","準住居",60,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","羽沢","新桜台",4,25000000,"",20,"2010年","ＲＣ","住宅","その他","準住居",60,300,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","羽沢","新桜台",4,32000000,"２ＤＫ",50,"1970年","ＲＣ","住宅","住宅","準住居",60,300,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","羽沢","氷川台",5,49000000,"３ＬＤＫ",65,"2000年","ＲＣ","住宅","住宅","準工業",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","早宮","豊島園",8,58000000,"３ＬＤＫ",65,"2006年","ＲＣ","","住宅","近隣商業",80,300,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13120","東京都","練馬区","早宮","氷川台",5,13000000,"１Ｋ",20,"2005年","ＲＣ","","住宅","１中住専",50,150,"2021年第3四半期","未改装",""
